age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
"[50,100)",Any,Post-secondary,Any,Any,Any,Any,Any,>50K
"[50,100)",Any,Without-Post-Secondary,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Post-secondary,Married,Any,Any,Male,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Never-married,Any,Any,Male,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Never-married,Any,Any,Female,Any,<=50K
"[0,50)",Any,Post-secondary,Married,Any,Any,Male,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Married,Any,Any,Female,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Married,Any,Any,Female,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Partner-present,Any,Any,Male,Any,>50K
"[50,100)",Any,Post-secondary,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Post-secondary,Never-married,Any,Any,Male,Any,<=50K
"[0,50)",Any,Post-secondary,Never-married,Any,Any,Female,Any,>50K
"[0,50)",Any,Post-secondary,Never-married,Any,Any,Female,Any,>50K
"[0,50)",Any,Post-secondary,Never-married,Any,Any,Male,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Partner-present,Any,Any,Male,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Partner-absent,Any,Any,Male,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Never-married,Any,Any,Female,Any,<=50K
"[0,50)",Any,Post-secondary,Married,Any,Any,Male,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Married,Any,Any,Female,Any,<=50K
"[0,50)",Any,Post-secondary,Never-married,Any,Any,Male,Any,<=50K
"[0,50)",Any,Post-secondary,Married,Any,Any,Male,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Partner-absent,Any,Any,Male,Any,<=50K
"[50,100)",Any,Without-Post-Secondary,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Partner-present,Any,Any,Male,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Never-married,Any,Any,Male,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Never-married,Any,Any,Female,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Partner-present,Any,Any,Male,Any,>50K
"[50,100)",Any,Without-Post-Secondary,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Partner-present,Any,Any,Male,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Never-married,Any,Any,Female,Any,<=50K
"[0,50)",Any,Post-secondary,Married,Any,Any,Male,Any,>50K
"[0,50)",Any,Post-secondary,Married,Any,Any,Male,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Married,Any,Any,Female,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Partner-present,Any,Any,Male,Any,>50K
"[0,50)",Any,Post-secondary,Never-married,Any,Any,Male,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Never-married,Any,Any,Male,Any,<=50K
"[0,50)",Any,Post-secondary,Never-married,Any,Any,Female,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Never-married,Any,Any,Female,Any,<=50K
"[50,100)",Any,Without-Post-Secondary,Any,Any,Any,Any,Any,>50K
"[50,100)",Any,Without-Post-Secondary,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Post-secondary,Married,Any,Any,Female,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Never-married,Any,Any,Female,Any,<=50K
"[50,100)",Any,Post-secondary,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Never-married,Any,Any,Female,Any,<=50K
"[0,50)",Any,Without-Post-Secondary,Partner-absent,Any,Any,Male,Any,<=50K
